Sheet,Period,Profile,Fund_Name,ISIN,Initial_Price,Final_Price,Return_Pct,Weight,Weighted_Return
FPI,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil D,JPM Global Natural Resources,L19 LU0266512127,14.29,14.26,-0.002099,0.1,-0.00021
FPI,Portafolio Modelo Junio 2024 - Julio 2024,Perfil D,Franklin Biotechnology Discovery,L39 LU0109394709,44.76,43.96,-0.017873,0.1,-0.001787
FPI,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil D,Franklin Biotechnology Discovery,L39 LU0109394709,43.96,44,0.00091,0.1,9.1e-05
FPI,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil A,Fidelity Funds US Dollar Cash,L60 LU0261952922,12.5,12.55,0.004,0.5,0.002
FPI,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil A,Fidelity Funds US Dollar Cash,L60 LU0261952922,12.55,12.6,0.003984,0.5,0.001992
FPI,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil A,JPM USD Money Market VNAV,J42 LU0945454980,116.18,116.69,0.00439,0.5,0.002195
FPI,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil A,JPM USD Money Market VNAV,J42 LU0945454980,116.69,117.11,0.003599,0.5,0.0018
FPI,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil B,CGWM Opportunity USD,P18 IE00B3BRDK12,2.87,2.92,0.017422,0.6,0.010453
FPI,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil B,CGWM Opportunity USD,P18 IE00B3BRDK12,2.92,2.88,-0.013699,0.6,-0.008219
FPI,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil B,Fidelity US Dollar Bond,L85 LU0261947682,17.62,17.87,0.014188,0.2,0.002838
FPI,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil B,Fidelity US Dollar Bond,L85 LU0261947682,17.87,17.3,-0.031897,0.2,-0.006379
FPI,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil B,Schroder Strategic Bond,P92 LU0201322137,157.45,159.13,0.01067,0.2,0.002134
FPI,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil B,Schroder Strategic Bond,P92 LU0201322137,159.13,157.03,-0.013197,0.2,-0.002639
FPI,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil C,CGWM Opportunity USD,P18 IE00B3BRDK12,2.87,2.92,0.017422,0.55,0.009582
FPI,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil C,CGWM Opportunity USD,P18 IE00B3BRDK12,2.92,2.88,-0.013699,0.55,-0.007534
FPI,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil C,JPM Global Growth,L18 LU0210533765,31.59,31.99,0.012662,0.15,0.001899
FPI,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil C,JPM Global Growth,L18 LU0210533765,31.99,31.7,-0.009065,0.15,-0.00136
FPI,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil C,Invesco Global Founders & Owners,M85 LU1762220934,17.37,17.48,0.006333,0.1,0.000633
FPI,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil C,Invesco Global Founders & Owners,M85 LU1762220934,17.48,17.21,-0.015446,0.1,-0.001545
FPI,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil C,Fidelity US Dollar Bond,L85 LU0261947682,17.62,17.87,0.014188,0.1,0.001419
FPI,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil C,Fidelity US Dollar Bond,L85 LU0261947682,17.87,17.3,-0.031897,0.1,-0.00319
FPI,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil C,Schroder Strategic Bond,P92 LU0201322137,157.45,159.13,0.01067,0.1,0.001067
FPI,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil C,Schroder Strategic Bond,P92 LU0201322137,159.13,157.03,-0.013197,0.1,-0.00132
FPI,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil D,CGWM Opportunity USD,P18 IE00B3BRDK12,2.87,2.92,0.017422,0.55,0.009582
FPI,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil D,CGWM Opportunity USD,P18 IE00B3BRDK12,2.92,2.88,-0.013699,0.55,-0.007534
FPI,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil D,JPM Global Growth,L18 LU0210533765,31.59,31.99,0.012662,0.15,0.001899
FPI,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil D,JPM Global Growth,L18 LU0210533765,31.99,31.7,-0.009065,0.15,-0.00136
FPI,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil D,Invesco Global Founders & Owners,M85 LU1762220934,17.37,17.48,0.006333,0.1,0.000633
FPI,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil D,Invesco Global Founders & Owners,M85 LU1762220934,17.48,17.21,-0.015446,0.1,-0.001545
FPI,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil D,BlackRock Sustainable Energy,P69 LU0124384867,17.07,17.62,0.03222,0.1,0.003222
FPI,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil D,BlackRock Sustainable Energy,P69 LU0124384867,17.62,16.41,-0.068672,0.1,-0.006867
FPI,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil D,Franklin Biotechnology Discovery,L39 LU0109394709,44,44.08,0.001818,0.1,0.000182
FPI,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil D,Franklin Biotechnology Discovery,L39 LU0109394709,44.08,43.19,-0.020191,0.1,-0.002019
FPI,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil A,Fidelity Funds US Dollar Cash,L60 LU0261952922,12.6,12.64,0.003175,0.5,0.001587
FPI,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil A,Fidelity Funds US Dollar Cash,L60 LU0261952922,12.64,12.68,0.003165,0.5,0.001582
FPI,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil A,JPM USD Money Market VNAV,J42 LU0945454980,117.11,117.53,0.003586,0.5,0.001793
FPI,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil A,JPM USD Money Market VNAV,J42 LU0945454980,117.53,117.97,0.003744,0.5,0.001872
FPI,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil B,CGWM Opportunity USD,P18 IE00B3BRDK12,2.88,2.95,0.024306,0.6,0.014584
FPI,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil B,CGWM Opportunity USD,P18 IE00B3BRDK12,2.95,2.89,-0.020339,0.6,-0.012203
FPI,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil B,Fidelity US Dollar Bond,L85 LU0261947682,17.3,17.44,0.008092,0.2,0.001618
FPI,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil B,Fidelity US Dollar Bond,L85 LU0261947682,17.44,17.12,-0.018349,0.2,-0.00367
FPI,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil B,Schroder Strategic Bond,P92 LU0201322137,157.03,158.32,0.008215,0.2,0.001643
FPI,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil B,Schroder Strategic Bond,P92 LU0201322137,158.32,157.81,-0.003221,0.2,-0.000644
FPI,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil C,CGWM Opportunity USD,P18 IE00B3BRDK12,2.88,2.95,0.024306,0.55,0.013368
FPI,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil C,CGWM Opportunity USD,P18 IE00B3BRDK12,2.95,2.89,-0.020339,0.55,-0.011186
FPI,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil C,JPM Global Growth,L18 LU0210533765,31.7,32.58,0.02776,0.15,0.004164
FPI,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil C,JPM Global Growth,L18 LU0210533765,32.58,32.47,-0.003376,0.15,-0.000506
FPI,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil C,Invesco Global Founders & Owners,M85 LU1762220934,17.21,17.71,0.029053,0.1,0.002905
FPI,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil C,Invesco Global Founders & Owners,M85 LU1762220934,17.71,17.28,-0.02428,0.1,-0.002428
FPI,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil C,Fidelity US Dollar Bond,L85 LU0261947682,17.3,17.44,0.008092,0.1,0.000809
FPI,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil C,Fidelity US Dollar Bond,L85 LU0261947682,17.44,17.12,-0.018349,0.1,-0.001835
FPI,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil C,Schroder Strategic Bond,P92 LU0201322137,157.03,158.32,0.008215,0.1,0.000822
FPI,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil C,Schroder Strategic Bond,P92 LU0201322137,158.32,157.81,-0.003221,0.1,-0.000322
FPI,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil D,CGWM Opportunity USD,P18 IE00B3BRDK12,2.88,2.95,0.024306,0.55,0.013368
FPI,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil D,CGWM Opportunity USD,P18 IE00B3BRDK12,2.95,2.89,-0.020339,0.55,-0.011186
FPI,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil D,JPM Global Growth,L18 LU0210533765,31.7,32.58,0.02776,0.15,0.004164
FPI,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil D,JPM Global Growth,L18 LU0210533765,32.58,32.47,-0.003376,0.15,-0.000506
FPI,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil D,Invesco Global Founders & Owners,M85 LU1762220934,17.21,17.71,0.029053,0.1,0.002905
FPI,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil D,Invesco Global Founders & Owners,M85 LU1762220934,17.71,17.28,-0.02428,0.1,-0.002428
FPI,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil D,BlackRock Sustainable Energy,P69 LU0124384867,16.41,16.53,0.007313,0.1,0.000731
FPI,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil D,BlackRock Sustainable Energy,P69 LU0124384867,16.53,15.59,-0.056866,0.1,-0.005687
FPI,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil D,Franklin Biotechnology Discovery,L39 LU0109394709,43.19,42.01,-0.027321,0.1,-0.002732
FPI,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil D,Franklin Biotechnology Discovery,L39 LU0109394709,42.01,39.25,-0.065699,0.1,-0.00657
FPI,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil A,Fidelity Funds US Dollar Cash,L60 LU0261952922,12.68,12.74,0.004732,0.5,0.002366
FPI,Portafolio Modelo Enero 2025 - Febrero 2025,Perfil A,Fidelity Funds US Dollar Cash,L60 LU0261952922,12.74,12.78,0.00314,0.5,0.00157
FPI,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil A,JPM USD Money Market VNAV,J42 LU0945454980,117.97,118.39,0.00356,0.5,0.00178
FPI,Portafolio Modelo Enero 2025 - Febrero 2025,Perfil A,JPM USD Money Market VNAV,J42 LU0945454980,118.39,118.76,0.003125,0.5,0.001563
FPI,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil B,CGWM Opportunity USD,P18 IE00B3BRDK12,2.89,2.96,0.024221,0.6,0.014533
FPI,Portafolio Modelo Enero 2025 - Febrero 2025,Perfil B,CGWM Opportunity USD,P18 IE00B3BRDK12,2.96,2.94,-0.006757,0.6,-0.004054
FPI,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil B,Fidelity US Dollar Bond,L85 LU0261947682,17.12,17.23,0.006425,0.2,0.001285
FPI,Portafolio Modelo Enero 2025 - Febrero 2025,Perfil B,Fidelity US Dollar Bond,L85 LU0261947682,17.23,17.54,0.017992,0.2,0.003598
FPI,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil B,Schroder Strategic Bond,P92 LU0201322137,157.81,158.88,0.00678,0.2,0.001356
FPI,Portafolio Modelo Enero 2025 - Febrero 2025,Perfil B,Schroder Strategic Bond,P92 LU0201322137,158.88,161.23,0.014791,0.2,0.002958
FPI,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil C,CGWM Opportunity USD,P18 IE00B3BRDK12,2.89,2.96,0.024221,0.55,0.013322
FPI,Portafolio Modelo Enero 2025 - Febrero 2025,Perfil C,CGWM Opportunity USD,P18 IE00B3BRDK12,2.96,2.94,-0.006757,0.55,-0.003716
FPI,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil C,JPM Global Growth,L18 LU0210533765,32.47,33.39,0.028334,0.15,0.00425
FPI,Portafolio Modelo Enero 2025 - Febrero 2025,Perfil C,JPM Global Growth,L18 LU0210533765,33.39,31.76,-0.048817,0.15,-0.007323
FPI,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil C,Invesco Global Founders & Owners,M85 LU1762220934,17.28,18.19,0.052662,0.1,0.005266
FPI,Portafolio Modelo Enero 2025 - Febrero 2025,Perfil C,Invesco Global Founders & Owners,M85 LU1762220934,18.19,17.78,-0.02254,0.1,-0.002254
FPI,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil C,Fidelity US Dollar Bond,L85 LU0261947682,17.12,17.23,0.006425,0.1,0.000643
FPI,Portafolio Modelo Enero 2025 - Febrero 2025,Perfil C,Fidelity US Dollar Bond,L85 LU0261947682,17.23,17.54,0.017992,0.1,0.001799
FPI,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil C,Schroder Strategic Bond,P92 LU0201322137,157.81,158.88,0.00678,0.1,0.000678
FPI,Portafolio Modelo Enero 2025 - Febrero 2025,Perfil C,Schroder Strategic Bond,P92 LU0201322137,158.88,161.23,0.014791,0.1,0.001479
FPI,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil D,CGWM Opportunity USD,P18 IE00B3BRDK12,2.89,2.96,0.024221,0.55,0.013322
FPI,Portafolio Modelo Enero 2025 - Febrero 2025,Perfil D,CGWM Opportunity USD,P18 IE00B3BRDK12,2.96,2.94,-0.006757,0.55,-0.003716
FPI,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil D,JPM Global Growth,L18 LU0210533765,32.47,33.39,0.028334,0.15,0.00425
FPI,Portafolio Modelo Enero 2025 - Febrero 2025,Perfil D,JPM Global Growth,L18 LU0210533765,33.39,31.76,-0.048817,0.15,-0.007323
FPI,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil D,Invesco Global Founders & Owners,M85 LU1762220934,17.28,18.19,0.052662,0.1,0.005266
FPI,Portafolio Modelo Enero 2025 - Febrero 2025,Perfil D,Invesco Global Founders & Owners,M85 LU1762220934,18.19,17.78,-0.02254,0.1,-0.002254
FPI,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil D,BlackRock Sustainable Energy,P69 LU0124384867,15.59,15.85,0.016677,0.1,0.001668
FPI,Portafolio Modelo Enero 2025 - Febrero 2025,Perfil D,BlackRock Sustainable Energy,P69 LU0124384867,15.85,14.95,-0.056782,0.1,-0.005678
FPI,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil D,Franklin Biotechnology Discovery,L39 LU0109394709,39.25,40.38,0.02879,0.1,0.002879
FPI,Portafolio Modelo Enero 2025 - Febrero 2025,Perfil D,Franklin Biotechnology Discovery,L39 LU0109394709,40.38,39.86,-0.012878,0.1,-0.001288
FPI,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil A,Fidelity Funds US Dollar Cash,L60 LU0261952922,12.78,12.82,0.00313,0.5,0.001565
FPI,Portafolio Modelo Marzo 2025 - Abril 2025,Perfil A,Fidelity Funds US Dollar Cash,L60 LU0261952922,12.82,12.87,0.0039,0.5,0.00195
FPI,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil A,JPM USD Money Market VNAV,J42 LU0945454980,118.76,119.15,0.003284,0.5,0.001642
FPI,Portafolio Modelo Marzo 2025 - Abril 2025,Perfil A,JPM USD Money Market VNAV,J42 LU0945454980,119.15,119.55,0.003357,0.5,0.001679
FPI,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil B,CGWM Opportunity USD,P18 IE00B3BRDK12,2.94,2.88,-0.020408,0.6,-0.012245
FPI,Portafolio Modelo Marzo 2025 - Abril 2025,Perfil B,CGWM Opportunity USD,P18 IE00B3BRDK12,2.88,2.88,0.0,0.6,0.0
FPI,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil B,Fidelity US Dollar Bond,L85 LU0261947682,17.54,17.58,0.002281,0.2,0.000456
FPI,Portafolio Modelo Marzo 2025 - Abril 2025,Perfil B,Fidelity US Dollar Bond,L85 LU0261947682,17.58,17.7,0.006826,0.2,0.001365
FPI,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil B,Schroder Strategic Bond,P92 LU0201322137,161.23,161.21,-0.000124,0.2,-2.5e-05
FPI,Portafolio Modelo Marzo 2025 - Abril 2025,Perfil B,Schroder Strategic Bond,P92 LU0201322137,161.21,161.82,0.003784,0.2,0.000757
FPI,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil C,CGWM Opportunity USD,P18 IE00B3BRDK12,2.94,2.88,-0.020408,0.55,-0.011224
FPI,Portafolio Modelo Marzo 2025 - Abril 2025,Perfil C,CGWM Opportunity USD,P18 IE00B3BRDK12,2.88,2.88,0.0,0.55,0.0
FPI,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil C,JPM Global Growth,L18 LU0210533765,31.76,29.32,-0.076826,0.15,-0.011524
FPI,Portafolio Modelo Marzo 2025 - Abril 2025,Perfil C,JPM Global Growth,L18 LU0210533765,29.32,30.7,0.047067,0.15,0.00706
FPI,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil C,Invesco Global Founders & Owners,M85 LU1762220934,17.78,17.31,-0.026434,0.1,-0.002643
FPI,Portafolio Modelo Marzo 2025 - Abril 2025,Perfil C,Invesco Global Founders & Owners,M85 LU1762220934,17.31,17.94,0.036395,0.1,0.003639
FPI,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil C,Fidelity US Dollar Bond,L85 LU0261947682,17.54,17.58,0.002281,0.1,0.000228
FPI,Portafolio Modelo Marzo 2025 - Abril 2025,Perfil C,Fidelity US Dollar Bond,L85 LU0261947682,17.58,17.7,0.006826,0.1,0.000683
FPI,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil C,Schroder Strategic Bond,P92 LU0201322137,161.23,161.21,-0.000124,0.1,-1.2e-05
FPI,Portafolio Modelo Marzo 2025 - Abril 2025,Perfil C,Schroder Strategic Bond,P92 LU0201322137,161.21,161.82,0.003784,0.1,0.000378
FPI,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil D,CGWM Opportunity USD,P18 IE00B3BRDK12,2.94,2.88,-0.020408,0.55,-0.011224
FPI,Portafolio Modelo Marzo 2025 - Abril 2025,Perfil D,CGWM Opportunity USD,P18 IE00B3BRDK12,2.88,2.88,0.0,0.55,0.0
FPI,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil D,JPM Global Growth,L18 LU0210533765,31.76,29.32,-0.076826,0.15,-0.011524
FPI,Portafolio Modelo Marzo 2025 - Abril 2025,Perfil D,JPM Global Growth,L18 LU0210533765,29.32,30.7,0.047067,0.15,0.00706
FPI,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil D,Invesco Global Founders & Owners,M85 LU1762220934,17.78,17.31,-0.026434,0.1,-0.002643
FPI,Portafolio Modelo Marzo 2025 - Abril 2025,Perfil D,Invesco Global Founders & Owners,M85 LU1762220934,17.31,17.94,0.036395,0.1,0.003639
FPI,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil D,BlackRock Sustainable Energy,P69 LU0124384867,14.95,14.25,-0.046823,0.1,-0.004682
FPI,Portafolio Modelo Marzo 2025 - Abril 2025,Perfil D,BlackRock Sustainable Energy,P69 LU0124384867,14.25,14.61,0.025263,0.1,0.002526
FPI,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil D,Franklin Biotechnology Discovery,L39 LU0109394709,39.86,37.45,-0.060462,0.1,-0.006046
FPI,Portafolio Modelo Marzo 2025 - Abril 2025,Perfil D,Franklin Biotechnology Discovery,L39 LU0109394709,37.45,37.78,0.008812,0.1,0.000881
FPI,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil A,Fidelity Funds US Dollar Cash,L60 LU0261952922,12.87,12.91,0.003108,0.5,0.001554
FPI,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil A,Fidelity Funds US Dollar Cash,L60 LU0261952922,12.91,12.96,0.003873,0.5,0.001937
FPI,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil A,JPM USD Money Market VNAV,J42 LU0945454980,119.55,119.95,0.003346,0.5,0.001673
FPI,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil A,JPM USD Money Market VNAV,J42 LU0945454980,119.95,120.36,0.003418,0.5,0.001709
FPI,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil B,CGWM Opportunity USD,P18 IE00B3BRDK12,2.88,2.99,0.038194,0.6,0.022916
FPI,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil B,CGWM Opportunity USD,P18 IE00B3BRDK12,2.99,3.08,0.0301,0.6,0.01806
FPI,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil B,Fidelity US Dollar Bond,L85 LU0261947682,17.7,17.56,-0.00791,0.2,-0.001582
FPI,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil B,Fidelity US Dollar Bond,L85 LU0261947682,17.56,17.81,0.014237,0.2,0.002847
FPI,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil B,Schroder Strategic Bond,P92 LU0201322137,161.82,162.59,0.004758,0.2,0.000952
FPI,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil B,Schroder Strategic Bond,P92 LU0201322137,162.59,165.27,0.016483,0.2,0.003297
FPI,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil C,CGWM Opportunity USD,P18 IE00B3BRDK12,2.88,2.99,0.038194,0.55,0.021007
FPI,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil C,CGWM Opportunity USD,P18 IE00B3BRDK12,2.99,3.08,0.0301,0.55,0.016555
FPI,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil C,JPM Global Growth,L18 LU0210533765,30.7,32.84,0.069707,0.15,0.010456
FPI,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil C,JPM Global Growth,L18 LU0210533765,32.84,34.07,0.037454,0.15,0.005618
FPI,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil C,Invesco Global Founders & Owners,M85 LU1762220934,17.94,18.98,0.057971,0.1,0.005797
FPI,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil C,Invesco Global Founders & Owners,M85 LU1762220934,18.98,20.13,0.06059,0.1,0.006059
FPI,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil C,Fidelity US Dollar Bond,L85 LU0261947682,17.7,17.56,-0.00791,0.1,-0.000791
FPI,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil C,Fidelity US Dollar Bond,L85 LU0261947682,17.56,17.81,0.014237,0.1,0.001424
FPI,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil C,Schroder Strategic Bond,P92 LU0201322137,161.82,162.59,0.004758,0.1,0.000476
FPI,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil C,Schroder Strategic Bond,P92 LU0201322137,162.59,165.27,0.016483,0.1,0.001648
FPI,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil D,CGWM Opportunity USD,P18 IE00B3BRDK12,2.88,2.99,0.038194,0.55,0.021007
FPI,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil D,CGWM Opportunity USD,P18 IE00B3BRDK12,2.99,3.08,0.0301,0.55,0.016555
FPI,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil D,JPM Global Growth,L18 LU0210533765,30.7,32.84,0.069707,0.15,0.010456
FPI,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil D,JPM Global Growth,L18 LU0210533765,32.84,34.07,0.037454,0.15,0.005618
FPI,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil D,Invesco Global Founders & Owners,M85 LU1762220934,17.94,18.98,0.057971,0.1,0.005797
FPI,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil D,Invesco Global Founders & Owners,M85 LU1762220934,18.98,20.13,0.06059,0.1,0.006059
FPI,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil D,BlackRock Sustainable Energy,P69 LU0124384867,14.61,16.26,0.112936,0.1,0.011294
FPI,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil D,BlackRock Sustainable Energy,P69 LU0124384867,16.26,16.99,0.044895,0.1,0.004489
FPI,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil D,Franklin Biotechnology Discovery,L39 LU0109394709,37.78,36.58,-0.031763,0.1,-0.003176
FPI,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil D,Franklin Biotechnology Discovery,L39 LU0109394709,36.58,37.34,0.020776,0.1,0.002078
FPI,Portafolio Modelo Junio 2025 - Julio 2025,Perfil A,Fidelity Funds US Dollar Cash,L60 LU0261952922,12.96,13.01,0.003858,0.5,0.001929
FPI,Portafolio Modelo Junio 2025 - Julio 2025,Perfil A,JPM USD Money Market VNAV,J42 LU0945454980,120.36,120.77,0.003406,0.5,0.001703
FPI,Portafolio Modelo Junio 2025 - Julio 2025,Perfil B,CGWM Opportunity USD,P18 IE00B3BRDK12,3.08,3.11,0.00974,0.6,0.005844
FPI,Portafolio Modelo Junio 2025 - Julio 2025,Perfil B,Fidelity US Dollar Bond,L85 LU0261947682,17.81,17.78,-0.001684,0.2,-0.000337
FPI,Portafolio Modelo Junio 2025 - Julio 2025,Perfil B,Schroder Strategic Bond,P92 LU0201322137,165.27,166.37,0.006656,0.2,0.001331
FPI,Portafolio Modelo Junio 2025 - Julio 2025,Perfil C,CGWM Opportunity USD,P18 IE00B3BRDK12,3.08,3.11,0.00974,0.55,0.005357
FPI,Portafolio Modelo Junio 2025 - Julio 2025,Perfil C,JPM Global Growth,L18 LU0210533765,34.07,35.37,0.038157,0.15,0.005724
FPI,Portafolio Modelo Junio 2025 - Julio 2025,Perfil C,Invesco Global Founders & Owners,M85 LU1762220934,20.13,20.46,0.016393,0.1,0.001639
FPI,Portafolio Modelo Junio 2025 - Julio 2025,Perfil C,Fidelity US Dollar Bond,L85 LU0261947682,17.81,17.78,-0.001684,0.1,-0.000168
FPI,Portafolio Modelo Junio 2025 - Julio 2025,Perfil C,Schroder Strategic Bond,P92 LU0201322137,165.27,166.37,0.006656,0.1,0.000666
FPI,Portafolio Modelo Junio 2025 - Julio 2025,Perfil D,CGWM Opportunity USD,P18 IE00B3BRDK12,3.08,3.11,0.00974,0.55,0.005357
FPI,Portafolio Modelo Junio 2025 - Julio 2025,Perfil D,JPM Global Growth,L18 LU0210533765,34.07,35.37,0.038157,0.15,0.005724
