Sheet,Period,Profile,Fund_Name,ISIN,Initial_Price,Final_Price,Return_Pct,Weight,Weighted_Return
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil A,JPM US Bond A Acc USD,LU0070215933,262.71,258.78,-0.014959,0.15,-0.002244
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil A,JPM US Bond A Acc USD,LU0070215933,258.78,237.13,-0.083662,0.25,-0.020916
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil A,PIMCO Global Investment Grade Credit E Acc USD,IE00B3KYRN47,20.48,20.58,0.004883,0.1,0.000488
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil A,PIMCO Global Investment Grade Credit E Acc USD,IE00B3KYRN47,20.58,18.21,-0.11516,0.25,-0.02879
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil A,Harmony Portfolios US Dollar Growth C Acc USD,LU0651986654,1.34,1.68,0.253731,0.25,0.063433
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil A,Harmony Portfolios US Dollar Growth C Acc USD,LU0651986654,1.68,1.55,-0.077381,0.25,-0.019345
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil B,PIMCO Global Investment Grade Credit E Acc USD,IE00B3KYRN47,20.48,20.58,0.004883,0.2,0.000977
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,Fidelity Funds Global Multi Asset Income A Acc USD,LU0905233846,14.36,13.19,-0.081476,0.1,-0.008148
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil B,Fidelity Funds - Global Dividend Fund A Acc USD,GB00B7FQHJ97,254.2,285.3,0.122345,0.2,0.024469
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,JPM US Bond A Acc USD,LU0070215933,258.78,237.13,-0.083662,0.1,-0.008366
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil B,Harmony Portfolios US Dollar Growth C Acc USD,LU0651986654,1.34,1.68,0.253731,0.5,0.126865
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,PIMCO Global Investment Grade Credit E Acc USD,IE00B3KYRN47,20.58,18.21,-0.11516,0.1,-0.011516
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil B,Polar Capital Global Technology Fund R Income,IE00B433M743,69.39,89.11,0.284191,0.05,0.01421
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,Fidelity Funds - Global Dividend Fund A Acc USD,LU0772969993,22.7,21.91,-0.034802,0.1,-0.00348
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil B,Invesco Global Health Care,LU1775952176,191.97,231.67,0.206803,0.05,0.01034
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,Harmony Portfolios US Dollar Growth C Acc USD,LU0651986654,1.68,1.55,-0.077381,0.35,-0.027083
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,Templeton Emerging Markets Fund A Acc USD,LU0128522744,56.62,39.75,-0.297951,0.1,-0.029795
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,BlackRock Global Funds - World Gold Fund A2 USD,LU0055631609,40.98,38.79,-0.053441,0.05,-0.002672
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil C,Fidelity Funds - Global Dividend Fund A Acc USD,GB00B7FQHJ97,254.2,285.3,0.122345,0.15,0.018352
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,JPM Global Natural Resources A Acc USD,LU0266512127,11.32,14.01,0.237633,0.05,0.011882
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil C,Harmony Portfolios US Dollar Growth C Acc USD,LU0651986654,1.34,1.68,0.253731,0.5,0.126865
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,Guinness Global Innovators C Acc USD,IE00BQXX3F31,21.93,18.92,-0.137255,0.05,-0.006863
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil C,Templeton Emerging Markets Fund A Acc USD,LU0128522744,44.47,56.62,0.273218,0.1,0.027322
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil C,Polar Capital Global Technology Fund R Income,IE00B433M743,69.39,89.11,0.284191,0.1,0.028419
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil C,Invesco Global Health Care,LU1775952176,191.97,231.67,0.206803,0.07,0.014476
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil C,Harmony Portfolios US Dollar Growth C Acc USD,LU0651986654,1.68,1.55,-0.077381,0.35,-0.027083
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil C,BlackRock Global Funds - World Gold Fund A2,LU0055631609,49.67,40.98,-0.174955,0.04,-0.006998
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil C,Templeton Emerging Markets Fund A Acc USD,LU0128522744,56.62,39.75,-0.297951,0.15,-0.044693
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil C,JPM Global Natural Resources A Acc USD,LU0266512127,8.38,11.32,0.350835,0.04,0.014033
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil C,BlackRock Global Funds - World Gold Fund A2 USD,LU0055631609,40.98,38.79,-0.053441,0.05,-0.002672
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil C,JPM Global Natural Resources A Acc USD,LU0266512127,11.32,14.01,0.237633,0.05,0.011882
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil C,Guinness Global Innovators C Acc USD,IE00BQXX3F31,21.93,18.92,-0.137255,0.1,-0.013725
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil D,Fidelity Funds - Global Dividend Fund A Acc USD,GB00B7FQHJ97,254.2,285.3,0.122345,0.1,0.012235
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil C,Guinness Global Equity Income C Acc USD,IE00BVYPNW00,16.87,17.41,0.032009,0.1,0.003201
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil D,Harmony Portfolios US Dollar Growth C Acc USD,LU0651986654,1.34,1.68,0.253731,0.4,0.101492
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil C,BGF Sustainable Energy A2 USD,LU0124384867,17.08,15.29,-0.104801,0.1,-0.01048
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil D,Templeton Emerging Markets Fund A Acc USD,LU0128522744,44.47,56.62,0.273218,0.15,0.040983
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil C,Schroder ISF Glb Clmt Chg Eq A Acc USD,LU0302445910,26.58,22.3,-0.161023,0.1,-0.016102
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil D,Polar Capital Global Technology Fund R Income,IE00B433M743,69.39,89.11,0.284191,0.15,0.042629
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil D,Invesco Global Health Care,LU1775952176,191.97,231.67,0.206803,0.1,0.02068
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil D,BlackRock Global Funds - World Gold Fund A2,LU0055631609,49.67,40.98,-0.174955,0.05,-0.008748
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil D,Harmony Portfolios US Dollar Growth C Acc USD,LU0651986654,1.68,1.55,-0.077381,0.15,-0.011607
UTMOST,Portafolio Modelo JUNIO 2020 - Marzo 2021,Perfil D,JPM Global Natural Resources A Acc USD,LU0266512127,8.38,11.32,0.350835,0.05,0.017542
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil D,Templeton Emerging Markets Fund A Acc USD,LU0128522744,56.62,39.75,-0.297951,0.15,-0.044693
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil D,BlackRock Global Funds - World Gold Fund A2 USD,LU0055631609,40.98,38.79,-0.053441,0.1,-0.005344
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil D,JPM Global Natural Resources A Acc USD,LU0266512127,11.32,14.01,0.237633,0.1,0.023763
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil D,Guinness Global Innovators C Acc USD,IE00BQXX3F31,21.93,18.92,-0.137255,0.13,-0.017843
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil D,Guinness Global Equity Income C Acc USD,IE00BVYPNW00,16.87,17.41,0.032009,0.13,0.004161
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil D,BGF Sustainable Energy A2 USD,LU0124384867,17.08,15.29,-0.104801,0.12,-0.012576
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil A,Fidelity Global Multi Asset Income FD A Acc USD,LU0905233846,13.19,13.08,-0.00834,0.3,-0.002502
UTMOST,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil D,Schroder ISF Glb Clmt Chg Eq A Acc USD,LU0302445910,26.58,22.3,-0.161023,0.12,-0.019323
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil A,CGWM Opportunity Fund A Acc USD,IE00B3BRDK12,2.42,2.41,-0.004132,0.7,-0.002892
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil B,Fidelity Global Multi Asset Income FD A Acc USD,LU0905233846,13.19,13.08,-0.00834,0.1,-0.000834
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil B,CGWM Opportunity Fund A Acc USD,IE00B3BRDK12,2.42,2.41,-0.004132,0.45,-0.001859
"UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil B,""Aberdeen Standard SICAV I-Asian Smaller Cos Fund"
"A Acc USD"",LU0231459107,51.16,49.76,-0.027365,0.05,-0.001368"
UTMOST,Portafolio Modelo Abril 2022 - Junio 2023,Perfil A,Fidelity Global Multi Asset Income FD A Acc USD,LU0905233846,13.08,12.59,-0.037462,0.3,-0.011239
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil B,Guinness Global Energy Class C Acc USD,IE00B2Q91V27,5.35,8.54,0.596262,0.1,0.059626
UTMOST,Portafolio Modelo Abril 2022 - Junio 2023,Perfil A,CGWM Opportunity Fund A Acc USD,IE00B3BRDK12,2.41,2.51,0.041494,0.7,0.029046
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil B,JPM America Equity A Dis USD,LU0053666078,318.11,309.22,-0.027946,0.15,-0.004192
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil B,BGF World Gold A2 USD,LU0055631609,38.79,35.2,-0.09255,0.05,-0.004627
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil B,JPM Global Natural Resources A Acc USD,LU0266512127,14.01,14.99,0.06995,0.1,0.006995
UTMOST,Portafolio Modelo Abril 2022 - Junio 2023,Perfil B,Fidelity Global Multi Asset Income FD A Acc USD,LU0905233846,13.08,12.59,-0.037462,0.2,-0.007492
UTMOST,Portafolio Modelo Abril 2022 - Junio 2023,Perfil B,CGWM Opportunity Fund A Acc USD,IE00B3BRDK12,2.41,2.51,0.041494,0.4,0.016598
UTMOST,Portafolio Modelo Abril 2022 - Junio 2023,Perfil B,JPM America Equity A Dis USD,LU0053666078,309.22,343.19,0.109857,0.2,0.021971
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil C,CGWM Opportunity Fund A Acc USD,IE00B3BRDK12,2.42,2.41,-0.004132,0.3,-0.00124
UTMOST,Portafolio Modelo Abril 2022 - Junio 2023,Perfil B,JPM Global Natural Resources A Acc USD,LU0266512127,14.99,13.84,-0.076718,0.2,-0.015344
"UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil C,""Aberdeen Standard SICAV I-Asian Smaller Cos Fund"
"A Acc USD"",LU0231459107,51.16,49.76,-0.027365,0.05,-0.001368"
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil C,Guinness Global Energy Class C Acc USD,IE00B2Q91V27,7.55,8.54,0.131126,0.15,0.019669
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil C,JPM America Equity A Dis USD,LU0053666078,318.11,309.22,-0.027946,0.2,-0.005589
UTMOST,Portafolio Modelo Abril 2022 - Junio 2023,Perfil C,CGWM Opportunity Fund A Acc USD,IE00B3BRDK12,2.41,2.51,0.041494,0.3,0.012448
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil C,BGF World Gold A2 USD,LU0055631609,38.79,35.2,-0.09255,0.05,-0.004627
UTMOST,Portafolio Modelo Abril 2022 - Junio 2023,Perfil C,Guinness Global Energy Class C Acc USD,IE00B2Q91V27,8.54,8.44,-0.01171,0.2,-0.002342
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil C,JPM Global Natural Resources A Acc USD,LU0266512127,14.01,14.99,0.06995,0.1,0.006995
UTMOST,Portafolio Modelo Abril 2022 - Junio 2023,Perfil C,JPM America Equity A Dis USD,LU0053666078,309.22,343.19,0.109857,0.25,0.027464
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil C,Guinness Global Equity Income C Acc USD,IE00BVYPNW00,17.41,17.34,-0.004021,0.1,-0.000402
UTMOST,Portafolio Modelo Abril 2022 - Junio 2023,Perfil C,JPM Global Natural Resources A Acc USD,LU0266512127,14.99,13.84,-0.076718,0.25,-0.019179
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil C,BGF Sustainable Energy A2 Acc USD,LU0124384867,15.29,15.34,0.00327,0.05,0.000164
UTMOST,Portafolio Modelo Abril 2022 - Junio 2023,Perfil D,CGWM Opportunity Fund A Acc USD,IE00B3BRDK12,2.41,2.51,0.041494,0.2,0.008299
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil D,CGWM Opportunity Fund A Acc USD,IE00B3BRDK12,2.42,2.41,-0.004132,0.15,-0.00062
UTMOST,Portafolio Modelo Abril 2022 - Junio 2023,Perfil D,Guinness Global Energy Class C Acc USD,IE00B2Q91V27,8.54,8.44,-0.01171,0.2,-0.002342
"UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil D,""Aberdeen Standard SICAV I-Asian Smaller Cos Fund"
"A Acc USD"",LU0231459107,51.16,49.76,-0.027365,0.1,-0.002737"
UTMOST,Portafolio Modelo Abril 2022 - Junio 2023,Perfil D,JPM America Equity A Dis USD,LU0053666078,309.22,343.19,0.109857,0.3,0.032957
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil D,Guinness Global Energy Class C Acc USD,IE00B2Q91V27,7.55,8.54,0.131126,0.2,0.026225
UTMOST,Portafolio Modelo Abril 2022 - Junio 2023,Perfil D,JPM Global Natural Resources A Acc USD,LU0266512127,14.99,13.84,-0.076718,0.3,-0.023015
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil D,JPM America Equity A Dis USD,LU0053666078,318.11,309.22,-0.027946,0.25,-0.006986
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil D,BGF World Gold A2 USD,LU0055631609,38.79,35.2,-0.09255,0.1,-0.009255
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil D,JPM Global Natural Resources A Acc USD,LU0266512127,14.01,14.99,0.06995,0.1,0.006995
UTMOST,Portafolio Modelo Marzo 2022 - abril 2022,Perfil D,BGF Sustainable Energy A2 Acc USD,LU0124384867,15.29,15.34,0.00327,0.1,0.000327
UTMOST,Portafolio Modelo Jun 2023 - Junio 2024,Perfil A,Schroder ISF US Dollar Liquidity,LU0136043808,114.04,119.57,0.048492,0.5,0.024246
UTMOST,Portafolio Modelo Jun 2023 - Junio 2024,Perfil A,Ninety One GSF US Dollar Money,LU0345758782,19.99,19.93,-0.003002,0.5,-0.001501
UTMOST,Portafolio Modelo Jun 2023 - Junio 2024,Perfil B,Canaccord Genuity Opportunity,IE00B3BRDK12,2.51,2.8,0.115538,0.6,0.069323
UTMOST,Portafolio Modelo Jun 2023 - Junio 2024,Perfil B,JPMorgan US Bond,LU0070215933,229.71,235.06,0.02329,0.2,0.004658
UTMOST,Portafolio Modelo Jun 2023 - Junio 2024,Perfil B,Invesco Bond Fund,LU1775948141,10.25,10.38,0.012683,0.2,0.002537
UTMOST,Portafolio Modelo Jun 2023 - Junio 2024,Perfil C,Canaccord Genuity Opportunity,IE00B3BRDK12,2.51,2.8,0.115538,0.55,0.063546
UTMOST,Portafolio Modelo Jun 2023 - Junio 2024,Perfil C,Guinness Global Innovators,IE00BQXX3F31,22.08,27.33,0.237772,0.15,0.035666
UTMOST,Portafolio Modelo Jun 2023 - Junio 2024,Perfil C,Invesco Global Healthcare Innovation,LU1775952176,208.95,238.37,0.140799,0.1,0.01408
UTMOST,Portafolio Modelo Jun 2023 - Junio 2024,Perfil C,JPMorgan US Bond,LU0070215933,229.71,235.06,0.02329,0.1,0.002329
UTMOST,Portafolio Modelo Jun 2023 - Junio 2024,Perfil C,Invesco Bond Fund,LU1775948141,10.25,10.38,0.012683,0.1,0.001268
UTMOST,Portafolio Modelo Jun 2023 - Junio 2024,Perfil D,Canaccord Genuity Opportunity,IE00B3BRDK12,2.51,2.8,0.115538,0.55,0.063546
UTMOST,Portafolio Modelo Jun 2023 - Junio 2024,Perfil D,Guinness Global Innovators,IE00BQXX3F31,22.08,27.33,0.237772,0.2,0.047554
UTMOST,Portafolio Modelo Jun 2023 - Junio 2024,Perfil D,Guinness Global Energy,IE00B2Q91V27,8.44,9.24,0.094787,0.1,0.009479
UTMOST,Portafolio Modelo Jun 2023 - Junio 2024,Perfil D,Invesco Global Healthcare Innovation,LU1775952176,208.95,238.37,0.140799,0.15,0.02112
UTMOST,Portafolio Modelo Junio 2024 - Julio 2024,Perfil A,Schroder ISF US Dollar Liquidity,LU0136043808,119.57,120.12,0.0046,0.5,0.0023
UTMOST,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil A,Schroder ISF US Dollar Liquidity,LU0136043808,120.12,120.66,0.004496,0.5,0.002248
UTMOST,Portafolio Modelo Junio 2024 - Julio 2024,Perfil A,Ninety One GSF US Dollar Money,LU0345758782,19.93,20.01,0.004014,0.5,0.002007
UTMOST,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil A,Ninety One GSF US Dollar Money,LU0345758782,20.01,20.09,0.003998,0.5,0.001999
UTMOST,Portafolio Modelo Junio 2024 - Julio 2024,Perfil B,Canaccord Genuity Opportunity,IE00B3BRDK12,2.8,2.83,0.010714,0.6,0.006428
UTMOST,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil B,Canaccord Genuity Opportunity,IE00B3BRDK12,2.83,2.87,0.014134,0.6,0.00848
UTMOST,Portafolio Modelo Junio 2024 - Julio 2024,Perfil B,JPMorgan US Bond,LU0070215933,235.06,240.11,0.021484,0.2,0.004297
UTMOST,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil B,JPMorgan US Bond,LU0070215933,240.11,245.01,0.020407,0.2,0.004081
UTMOST,Portafolio Modelo Junio 2024 - Julio 2024,Perfil B,Invesco Bond Fund,LU1775948141,10.38,10.76,0.036609,0.2,0.007322
UTMOST,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil B,Invesco Bond Fund,LU1775948141,10.76,11.07,0.02881,0.2,0.005762
UTMOST,Portafolio Modelo Junio 2024 - Julio 2024,Perfil C,Canaccord Genuity Opportunity,IE00B3BRDK12,2.8,2.83,0.010714,0.55,0.005893
UTMOST,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil C,Canaccord Genuity Opportunity,IE00B3BRDK12,2.83,2.87,0.014134,0.55,0.007774
UTMOST,Portafolio Modelo Junio 2024 - Julio 2024,Perfil C,Guinness Global Innovators,IE00BQXX3F31,27.33,26.83,-0.018295,0.15,-0.002744
UTMOST,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil C,Guinness Global Innovators,IE00BQXX3F31,26.83,27.52,0.025717,0.15,0.003858
UTMOST,Portafolio Modelo Junio 2024 - Julio 2024,Perfil C,Invesco Global Healthcare Innovation,LU1775952176,238.37,240.02,0.006922,0.1,0.000692
UTMOST,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil C,Invesco Global Healthcare Innovation,LU1775952176,240.02,250.51,0.043705,0.1,0.004371
UTMOST,Portafolio Modelo Junio 2024 - Julio 2024,Perfil C,JPMorgan US Bond,LU0070215933,235.06,240.11,0.021484,0.1,0.002148
UTMOST,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil C,JPMorgan US Bond,LU0070215933,240.11,245.01,0.020407,0.1,0.002041
UTMOST,Portafolio Modelo Junio 2024 - Julio 2024,Perfil C,Invesco Bond Fund,LU1775948141,10.38,10.76,0.036609,0.1,0.003661
UTMOST,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil C,Invesco Bond Fund,LU1775948141,10.76,11.07,0.02881,0.1,0.002881
UTMOST,Portafolio Modelo Junio 2024 - Julio 2024,Perfil D,Canaccord Genuity Opportunity,IE00B3BRDK12,2.8,2.83,0.010714,0.55,0.005893
UTMOST,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil D,Canaccord Genuity Opportunity,IE00B3BRDK12,2.83,2.87,0.014134,0.55,0.007774
UTMOST,Portafolio Modelo Junio 2024 - Julio 2024,Perfil D,Guinness Global Innovators,IE00BQXX3F31,27.33,26.83,-0.018295,0.2,-0.003659
UTMOST,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil D,Guinness Global Innovators,IE00BQXX3F31,26.83,27.52,0.025717,0.2,0.005143
UTMOST,Portafolio Modelo Junio 2024 - Julio 2024,Perfil D,Guinness Global Energy,IE00B2Q91V27,9.24,9.09,-0.016234,0.1,-0.001623
UTMOST,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil D,Guinness Global Energy,IE00B2Q91V27,9.09,9.15,0.006601,0.1,0.00066
UTMOST,Portafolio Modelo Junio 2024 - Julio 2024,Perfil D,Invesco Global Healthcare Innovation,LU1775952176,238.37,240.02,0.006922,0.15,0.001038
UTMOST,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil D,Invesco Global Healthcare Innovation,LU1775952176,240.02,250.51,0.043705,0.15,0.006556
UTMOST,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil A,Schroder ISF US Dollar Liquidity,LU0136043808,120.66,121.21,0.004558,0.5,0.002279
UTMOST,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil A,Schroder ISF US Dollar Liquidity,LU0136043808,121.21,121.62,0.003383,0.5,0.001692
UTMOST,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil A,Ninety One GSF US Dollar Money,LU0345758782,20.09,20.17,0.003982,0.5,0.001991
UTMOST,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil A,Ninety One GSF US Dollar Money,LU0345758782,20.17,20.24,0.003471,0.5,0.001736
UTMOST,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil B,Canaccord Genuity Opportunity,IE00B3BRDK12,2.87,2.92,0.017422,0.6,0.010453
UTMOST,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil B,Canaccord Genuity Opportunity,IE00B3BRDK12,2.92,2.88,-0.013699,0.6,-0.008219
UTMOST,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil B,JPMorgan US Bond,LU0070215933,245.01,248.09,0.012571,0.2,0.002514
UTMOST,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil B,JPMorgan US Bond,LU0070215933,248.09,240.88,-0.029062,0.2,-0.005812
UTMOST,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil B,Jupiter Dynamic Bond,LU0853555463,13.74,13.84,0.007278,0.2,0.001456
UTMOST,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil B,Jupiter Dynamic Bond,LU0853555463,13.84,13.45,-0.028179,0.2,-0.005636
UTMOST,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil C,Canaccord Genuity Opportunity,IE00B3BRDK12,2.87,2.92,0.017422,0.55,0.009582
UTMOST,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil C,Canaccord Genuity Opportunity,IE00B3BRDK12,2.92,2.88,-0.013699,0.55,-0.007534
UTMOST,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil C,Guinness Global Innovators,IE00BQXX3F31,27.52,27.58,0.00218,0.15,0.000327
UTMOST,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil C,Guinness Global Innovators,IE00BQXX3F31,27.58,27.19,-0.014141,0.15,-0.002121
UTMOST,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil C,Invesco Global Healthcare Innovation,LU1775952176,250.51,243.11,-0.02954,0.1,-0.002954
UTMOST,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil C,Invesco Global Healthcare Innovation,LU1775952176,243.11,233.88,-0.037966,0.1,-0.003797
UTMOST,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil C,JPMorgan US Bond,LU0070215933,245.01,248.09,0.012571,0.1,0.001257
UTMOST,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil C,JPMorgan US Bond,LU0070215933,248.09,240.88,-0.029062,0.1,-0.002906
UTMOST,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil C,Jupiter Dynamic Bond,LU0853555463,13.74,13.84,0.007278,0.1,0.000728
UTMOST,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil C,Jupiter Dynamic Bond,LU0853555463,13.84,13.45,-0.028179,0.1,-0.002818
UTMOST,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil D,Canaccord Genuity Opportunity,IE00B3BRDK12,2.87,2.92,0.017422,0.55,0.009582
UTMOST,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil D,Canaccord Genuity Opportunity,IE00B3BRDK12,2.92,2.88,-0.013699,0.55,-0.007534
UTMOST,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil D,Guinness Global Innovators,IE00BQXX3F31,27.52,27.58,0.00218,0.2,0.000436
UTMOST,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil D,Guinness Global Innovators,IE00BQXX3F31,27.58,27.19,-0.014141,0.2,-0.002828
UTMOST,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil D,BlackRock Sustainable Energy,LU0124384867,17.07,17.62,0.03222,0.1,0.003222
UTMOST,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil D,BlackRock Sustainable Energy,LU0124384867,17.62,16.41,-0.068672,0.1,-0.006867
UTMOST,Portafolio Modelo Agosto 2024 - Septiembre 2024,Perfil D,Invesco Global Healthcare Innovation,LU1775952176,250.51,243.11,-0.02954,0.15,-0.004431
UTMOST,Portafolio Modelo Septiembre 2024 - Octubre 2024,Perfil D,Invesco Global Healthcare Innovation,LU1775952176,243.11,233.88,-0.037966,0.15,-0.005695
UTMOST,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil A,Schroder ISF US Dollar Liquidity,LU0136043808,121.62,122.05,0.003536,0.5,0.001768
UTMOST,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil A,Schroder ISF US Dollar Liquidity,LU0136043808,122.05,122.51,0.003769,0.5,0.001885
UTMOST,Portafolio Modelo Octubre 2024 - Noviembre 2024,Perfil A,Ninety One GSF US Dollar Money,LU0345758782,20.24,20.31,0.003458,0.5,0.001729
UTMOST,Portafolio Modelo Noviembre 2024 - Diciembre 2024,Perfil A,Ninety One GSF US Dollar Money,LU0345758782,20.31,20.38,0.003447,0.5,0.001723
